Date,Value
10/21/2020,0.0035
10/20/2020,0.0034
10/19/2020,0.0033
10/18/2020,null
10/16/2020,0.0032
10/15/2020,0.0031
10/14/2020,0.0030
10/13/2020,0.0030
10/12/2020,0.0034
10/11/2020,null
10/9/2020,0.0034
10/8/2020,0.0033
10/7/2020,0.0034
10/6/2020,0.0032
10/5/2020,0.0032
10/4/2020,null
10/2/2020,0.0029
10/1/2020,0.0027
9/30/2020,0.0027
9/29/2020,0.0025
9/28/2020,0.0027
9/27/2020,null
9/25/2020,0.0027
9/24/2020,0.0028
9/23/2020,0.0027
9/22/2020,0.0026
9/21/2020,0.0027
9/20/2020,null
9/18/2020,0.0028
9/17/2020,0.0027
9/16/2020,0.0027
9/15/2020,0.0027
9/14/2020,0.0026
9/13/2020,null
9/11/2020,0.0025
9/10/2020,0.0027
9/9/2020,0.0028
9/8/2020,0.0027
9/6/2020,null
9/4/2020,0.0030
9/3/2020,0.0024
9/2/2020,0.0026
9/1/2020,0.0026
8/31/2020,0.0026
8/30/2020,null
8/28/2020,0.0028
8/27/2020,0.0031
8/26/2020,0.0029
8/25/2020,0.0029
8/24/2020,0.0028
8/23/2020,null
8/21/2020,0.0027
8/20/2020,0.0027
8/19/2020,0.0028
8/18/2020,0.0028
8/17/2020,0.0029
8/16/2020,null
8/14/2020,0.0030
8/13/2020,0.0032
8/12/2020,0.0030
8/11/2020,0.0029
8/10/2020,0.0023
8/9/2020,null
8/7/2020,0.0023
8/6/2020,0.0021
8/5/2020,0.0022
8/4/2020,0.0020
8/3/2020,0.0023
8/2/2020,null
7/31/2020,0.0022
7/30/2020,0.0023
7/29/2020,0.0025
7/28/2020,0.0027
7/27/2020,0.0029
7/26/2020,null
7/24/2020,0.0027
7/23/2020,0.0027
7/22/2020,0.0027
7/21/2020,0.0027
7/20/2020,0.0029
7/19/2020,null
7/17/2020,0.0028
7/16/2020,0.0028
7/15/2020,0.0029
7/14/2020,0.0028
7/13/2020,0.0030
7/12/2020,null
7/10/2020,0.0030
7/9/2020,0.0027
7/8/2020,0.0029
7/7/2020,0.0029
7/6/2020,0.0031
7/5/2020,null
7/2/2020,0.0029
7/1/2020,0.0031
6/30/2020,0.0029
6/29/2020,0.0028
6/28/2020,null
6/26/2020,0.0030
6/25/2020,0.0033
6/24/2020,0.0032
6/23/2020,0.0033
6/22/2020,0.0034
6/21/2020,null
6/19/2020,0.0033
6/18/2020,0.0033
6/17/2020,0.0034
6/16/2020,0.0035
6/15/2020,0.0033
6/14/2020,null
6/12/2020,0.0033
6/11/2020,0.0030
6/10/2020,0.0034
6/9/2020,0.0041
6/8/2020,0.0045
6/7/2020,null
6/5/2020,0.0048
6/4/2020,0.0040
6/3/2020,0.0038
6/2/2020,0.0032
6/1/2020,0.0030
5/31/2020,null
5/29/2020,0.0030
5/28/2020,0.0035
5/27/2020,0.0034
5/26/2020,0.0035
5/24/2020,null
5/22/2020,0.0033
5/21/2020,0.0034
5/20/2020,0.0033
5/19/2020,0.0035
5/18/2020,0.0038
5/17/2020,null
5/15/2020,0.0031
5/14/2020,0.0030
5/13/2020,0.0032
5/12/2020,0.0034
5/11/2020,0.0036
5/10/2020,null
5/8/2020,0.0033
5/7/2020,0.0030
5/6/2020,0.0038
5/5/2020,0.0037
5/4/2020,0.0036
5/3/2020,null
5/1/2020,0.0037
4/30/2020,0.0035
4/29/2020,0.0036
4/28/2020,0.0037
4/27/2020,0.0040
4/26/2020,null
4/24/2020,0.0036
4/23/2020,0.0037
4/22/2020,0.0036
4/21/2020,0.0033
4/20/2020,0.0035
4/19/2020,null
4/17/2020,0.0036
4/16/2020,0.0034
4/15/2020,0.0034
4/14/2020,0.0042
4/13/2020,0.0043
4/12/2020,null
4/9/2020,0.0041
4/8/2020,0.0047
4/7/2020,0.0048
4/6/2020,0.0044
4/5/2020,null
4/3/2020,0.0037
4/2/2020,0.0039
4/1/2020,0.0037
3/31/2020,0.0038
3/30/2020,0.0038
3/29/2020,null
3/27/2020,0.0043
3/26/2020,0.0048
3/25/2020,0.0052
3/24/2020,0.0050
3/23/2020,0.0040
3/22/2020,null
3/20/2020,0.0052
3/19/2020,0.0065
3/18/2020,0.0082
3/17/2020,0.0065
3/16/2020,0.0049
3/15/2020,null
3/13/2020,0.0072
3/12/2020,0.0065
3/11/2020,0.0066
3/10/2020,0.0061
3/9/2020,0.0043
3/8/2020,null
3/6/2020,0.0056
3/5/2020,0.0067
3/4/2020,0.0073
3/3/2020,0.0077
3/2/2020,0.0087
3/1/2020,null
2/28/2020,0.0091
2/27/2020,0.0111
2/26/2020,0.0113
2/25/2020,0.0116
2/24/2020,0.0122
2/23/2020,null
2/21/2020,0.0132
2/20/2020,0.0137
2/19/2020,0.0141
2/18/2020,0.0139
2/16/2020,null
2/14/2020,0.0141
2/13/2020,0.0144
2/12/2020,0.0145
2/11/2020,0.0141
2/10/2020,0.0137
2/9/2020,null
2/7/2020,0.0140
2/6/2020,0.0146
2/5/2020,0.0146
2/4/2020,0.0142
2/3/2020,0.0134
2/2/2020,null
1/31/2020,0.0133
1/30/2020,0.0138
1/29/2020,0.0142
1/28/2020,0.0147
1/27/2020,0.0144
1/26/2020,null
1/24/2020,0.0150
1/23/2020,0.0156
1/22/2020,0.0157
1/21/2020,0.0157
1/19/2020,null
1/17/2020,0.0163
1/16/2020,0.0163
1/15/2020,0.0160
1/14/2020,0.0163
1/13/2020,0.0165
1/12/2020,null
1/10/2020,0.0164
1/9/2020,0.0166
1/8/2020,0.0167
1/7/2020,0.0162
1/6/2020,0.0161
1/5/2020,null
1/3/2020,0.0159
1/2/2020,0.0167
12/31/2019,0.0169
12/30/2019,0.0168
12/29/2019,null
12/27/2019,0.0168
12/26/2019,0.0173
12/24/2019,0.0172
12/23/2019,0.0175
12/22/2019,null
12/20/2019,0.0173
12/19/2019,0.0172
12/18/2019,0.0174
12/17/2019,0.0171
12/16/2019,0.0172
12/15/2019,null
12/13/2019,0.0165
12/12/2019,0.0173
12/11/2019,0.0164
12/10/2019,0.0168
12/9/2019,0.0167
12/8/2019,null
12/6/2019,0.0167
12/5/2019,0.0162
12/4/2019,0.0161
12/3/2019,0.0153
12/2/2019,0.0166
12/1/2019,null
11/29/2019,0.0162
11/27/2019,0.0163
11/26/2019,0.0160
11/25/2019,0.0162
11/24/2019,null
11/22/2019,0.0163
11/21/2019,0.0161
11/20/2019,0.0158
11/19/2019,0.0162
11/18/2019,0.0163
11/17/2019,null
11/15/2019,0.0165
11/14/2019,0.0162
11/13/2019,0.0168
11/12/2019,0.0172
11/11/2019,0.0175
11/10/2019,null
11/8/2019,0.0173
11/7/2019,0.0174
11/6/2019,0.0163
11/5/2019,0.0167
11/4/2019,0.0160
11/3/2019,null
11/1/2019,0.0155
10/31/2019,0.0152
10/30/2019,0.0164
10/29/2019,0.0166
10/28/2019,0.0167
10/27/2019,null
10/25/2019,0.0163
10/24/2019,0.0159
10/23/2019,0.0159
10/22/2019,0.0159
10/21/2019,0.0160
10/20/2019,null
10/18/2019,0.0156
10/17/2019,0.0158
10/16/2019,0.0157
10/15/2019,0.0160
10/14/2019,0.0156
10/13/2019,null
10/11/2019,0.0158
10/10/2019,0.0148
10/9/2019,0.0141
10/8/2019,0.0136
10/7/2019,0.0139
10/6/2019,null
10/4/2019,0.0133
10/3/2019,0.0134
10/2/2019,0.0143
10/1/2019,0.0150
9/30/2019,0.0155
9/29/2019,null
9/27/2019,0.0155
9/26/2019,0.0157
9/25/2019,0.0161
9/24/2019,0.0151
9/23/2019,0.0158
9/22/2019,null
9/20/2019,0.0163
9/19/2019,0.0165
9/18/2019,0.0166
9/17/2019,0.0167
9/16/2019,0.0170
9/15/2019,null
9/13/2019,0.0175
9/12/2019,0.0165
9/11/2019,0.0159
9/10/2019,0.0157
9/9/2019,0.0148
9/8/2019,null
9/6/2019,0.0142
9/5/2019,0.0143
9/4/2019,0.0132
9/3/2019,0.0134
9/1/2019,null
8/30/2019,0.0139
8/29/2019,0.0141
8/28/2019,0.0137
8/27/2019,0.0139
8/26/2019,0.0143
8/25/2019,null
8/23/2019,0.0141
8/22/2019,0.0149
8/21/2019,0.0147
